FIPS Codes,County,percent (men)_2010,percent (women)_2010,percent (men)_2013,percent (women)_2013,Geographic area,Density_Population
29195,Scotland County,11.7,10.4,10.5,9.5,Scotland County,11.1
29197,Scott County,11.1,10,12.5,12.7,Scott County,93.3
29199,Shannon County,13.1,12.2,12.5,11.9,Shannon County,8.4
29201,Shelby County,12.5,11.1,11.7,11.4,Shelby County,12.7
29203,Stoddard County,11,10.2,13.7,13.4,Stoddard County,36.4
29205,Stone County,12.9,10.4,13.8,12.3,Stone County,69.4
29207,Sullivan County,11.8,10.8,11.8,10.9,Sullivan County,10.4
29209,Taney County,12,10.6,11.3,10.2,Taney County,81.7
29211,Texas County,10.8,9.7,12.8,13.2,Texas County,22.1
29213,Vernon County,11.6,10.4,13.4,13,Vernon County,25.6
29215,Warren County,11,9.6,12.4,11.2,Warren County,75.9
29217,Washington County,10.8,9.8,14.2,14,Washington County,33.2
29219,Wayne County,12.8,11,14.2,13,Wayne County,17.8
29221,Webster County,11.4,10.7,10.3,9.3,Webster County,61.1
29223,Worth County,12.3,11,12.8,12.1,Worth County,8.1
29225,Wright County,12.7,11.3,11.2,10.3,Wright County,27.6
29227,St. Louis city,11.8,11.6,12.6,14.4,St. Louis city,5157.5
29229,Beaverhead County,9,7.5,8.5,6.8,Beaverhead County,1.7
29510,Big Horn County,13,12.6,13.4,13.5,Big Horn County,2.6
30001,Blaine County,11.8,11.3,12.2,11.5,Blaine County,1.5
30003,Broadwater County,8.5,7,9.9,7.7,Broadwater County,4.7
30005,Carbon County,8.9,7,10.2,7.9,Carbon County,4.9
30007,Carter County,9,7.5,10.1,8.5,Carter County,0.3
30009,Cascade County,8.8,7.8,9.5,8.6,Cascade County,30.1
30011,Chouteau County,10.3,9.3,8.7,7.4,Chouteau County,1.5
30013,Custer County,9.5,9,10.6,9.2,Custer County,3.1
30015,Daniels County,9.7,8.5,9.7,8.3,Daniels County,1.2
30017,Dawson County,8.2,6.8,10.2,9,Dawson County,3.8
