FIPS Codes,County,percent (men)_2010,percent (women)_2010,percent (men)_2013,percent (women)_2013,Geographic area,Density_Population
48501,Zapata County,9.4,7.3,9,7.5,Zapata County,14
48503,Zavala County,10,8.7,9.1,8.2,Zavala County,9
48505,Beaver County,9,8.5,8.3,7.5,Beaver County,2.6
48507,Box Elder County,8.6,7.9,10.4,9.4,Box Elder County,8.7
49001,Cache County,5.9,6,5.9,5.2,Cache County,96.7
49003,Carbon County,9.5,9.3,9.8,9.4,Carbon County,14.5
49005,Daggett County,8.9,8,10.7,9.4,Daggett County,1.5
49007,Davis County,6.5,6.1,7.9,6.9,Davis County,1025.8
49009,Duchesne County,8.3,8.3,8.2,7.7,Duchesne County,5.7
49011,Emery County,8.1,7.9,9.1,8.2,Emery County,2.5
49013,Garfield County,9.2,8.7,10.1,9.2,Garfield County,1
49015,Grand County,6.7,5.8,8.4,7.1,Grand County,2.5
49017,Iron County,7.1,6.6,7.4,6.2,Iron County,14
49019,Juab County,7.1,6.5,10.5,9.8,Juab County,3
49021,Kane County,10.4,9.5,10.4,9.1,Kane County,1.8
49023,Millard County,8.2,7.5,9.8,8.8,Millard County,1.9
49025,Morgan County,7.9,7,8.8,7.8,Morgan County,15.5
49027,Piute County,10.1,9.4,10.9,9.3,Piute County,2.1
49029,Rich County,9.2,8.3,9.6,7.8,Rich County,2.2
49031,Salt Lake County,7.1,6.5,7.4,7,Salt Lake County,1387.1
49033,San Juan County,9.2,9,10.3,10.9,San Juan County,1.9
49035,Sanpete County,7.5,7.9,7.9,8,Sanpete County,17.5
49037,Sevier County,10.3,9.6,10,9.1,Sevier County,10.9
49039,Summit County,4.4,3.6,4.8,3.6,Summit County,19.4
49041,Tooele County,8.7,9,9.1,9.3,Tooele County,8.4
49043,Uintah County,8,8.3,8.2,7.8,Uintah County,7.3
49045,Utah County,6,5.4,5.7,5.4,Utah County,257.8
49047,Wasatch County,6.4,6,7.1,6,Wasatch County,20
49049,Washington County,7.8,7.4,8.5,7.1,Washington County,56.9
49051,Wayne County,8.8,8.1,9.2,7.8,Wayne County,1.1
49053,Weber County,8.4,8,8.5,8.2,Weber County,401.4
49055,Addison County,7.8,6.7,7.7,5.8,Addison County,48
49057,Bennington County,8.6,7.7,9.9,7.8,Bennington County,55
50001,Caledonia County,8.1,8.2,8.8,7.6,Caledonia County,48.1
50003,Chittenden County,5.7,5.3,6.7,6.2,Chittenden County,291.7
50005,Essex County,10.5,9.7,11.3,9.1,Essex County,9.5
50007,Franklin County,8.5,7.6,9,7.2,Franklin County,75.3
50009,Grand Isle County,8,6.5,8.6,6.1,Grand Isle County,85.2
50011,Lamoille County,7.9,7.2,7.8,6.3,Lamoille County,53.3
50013,Orange County,8,7.6,8.6,6.8,Orange County,42.1
50015,Orleans County,9.3,8.1,10.2,8.3,Orleans County,39.3
50017,Rutland County,9.1,8.4,10.7,8.2,Rutland County,66.3
50019,Washington County,7.4,7.3,9,7.6,Washington County,86.6
50021,Windham County,7.4,7.1,8.3,6.7,Windham County,56.7
50023,Windsor County,8.8,7.6,9.3,7,Windsor County,58.5
50025,Accomack County,13,12.8,13.4,13.7,Accomack County,73.8
50027,Albemarle County,11.3,10.1,8,7.2,Albemarle County,137.3
51001,Alleghany County,11.1,9.5,11.5,10.5,Alleghany County,36.5
51003,Amelia County,11.5,11,11.9,11.8,Amelia County,35.7
51005,Amherst County,13.3,12.5,13,12.5,Amherst County,68.3
51007,Appomattox County,12.8,12.1,11.7,11.5,Appomattox County,44.9
51009,Arlington County,5.8,5,4.3,4,Arlington County,7993.5
51011,Augusta County,10.6,9.1,12.1,11,Augusta County,76.3
51013,Bath County,12.4,10.6,11.8,10,Bath County,8.9
51015,Bedford County,10.6,8.7,11.5,10.7,Bedford County,91.2
51017,Bland County,11.7,11.3,10.1,9.9,Bland County,19.1
51019,Botetourt County,11.4,9.5,11.5,10.7,Botetourt County,61.2
51021,Brunswick County,12.6,14.4,11.1,13.1,Brunswick County,30.8
51023,Buchanan County,12.7,11,14.3,14.9,Buchanan County,47.9
51025,Buckingham County,12.1,12.9,13.4,15.5,Buckingham County,29.6
51027,Campbell County,10.7,9.8,11.2,10.8,Campbell County,108.8
51029,Caroline County,12.3,11.8,10.4,10.7,Caroline County,54.1
51031,Carroll County,12.7,11.1,12.7,12,Carroll County,63.3
51033,Charles City County,14.2,14.4,13.5,14.9,Charles City County,39.7
51035,Charlotte County,13,12.5,12,12,Charlotte County,26.5
51036,Chesterfield County,10.4,9.5,9.5,8.8,Chesterfield County,747.1
51037,Clarke County,11.8,10,11.1,10.3,Clarke County,79.7
51041,Craig County,11,9.2,11.3,10.1,Craig County,15.7
51043,Culpeper County,10.6,9.5,10.9,10.4,Culpeper County,123.1
51045,Cumberland County,13.3,12.9,13.5,14.1,Cumberland County,33.8
51047,Dickenson County,12.5,11.3,10.8,10,Dickenson County,48.1
51049,Dinwiddie County,12.7,12.5,11.2,11.6,Dinwiddie County,55.6
51051,Essex County,13.5,13,14,14.2,Essex County,43.4
51053,Fairfax County,8.4,7.3,6.4,6,Fairfax County,2766.8
51057,Fauquier County,11.2,9.5,10.9,9.7,Fauquier County,100.7
51059,Floyd County,12.1,10.6,10.2,8.8,Floyd County,40.2
51061,Fluvanna County,11.1,9,11.9,10.4,Fluvanna County,89.8
51063,Franklin County,12.4,11.1,11.6,10.7,Franklin County,81.3
51065,Frederick County,9.8,8.2,9.8,8.9,Frederick County,189.4
51067,Giles County,13.6,12.1,11.1,10.2,Giles County,48.6
51069,Gloucester County,12.7,11.4,11.4,10.8,Gloucester County,169.2
51071,Goochland County,11.9,10.6,11.9,11.2,Goochland County,77.2
51073,Grayson County,13.8,12.5,11.5,10.6,Grayson County,35.1
51075,Greene County,10.4,9.1,10.3,9.4,Greene County,117.8
51077,Greensville County,10.6,13.8,12.2,17.2,Greensville County,41.5
51079,Halifax County,14.3,14.3,15,16.6,Halifax County,44.3
51081,Hanover County,9.6,8.6,9.6,9.1,Hanover County,213.1
51083,Henrico County,9.4,9.4,9.3,10,Henrico County,1313.4
51085,Henry County,13.3,13,14.6,15.4,Henry County,141.6
51087,Highland County,13.2,11.5,13.2,11.6,Highland County,5.6
51089,Isle of Wight County,13.6,13.1,12.5,12.8,Isle of Wight County,111.8
51091,James City County,11.5,9.8,11,10,James City County,470.4
51093,King and Queen County,12.6,12.2,12,12.4,King and Queen County,22
51095,King George County,11.5,10.3,9.5,9.1,King George County,131.3
51097,King William County,10.8,9.9,10.4,10.2,King William County,58.2
51099,Lancaster County,14.8,13.4,14.1,13.6,Lancaster County,85.5
51101,Lee County,11.3,10.7,12,12.1,Lee County,58.8
51103,Loudoun County,7.8,6.8,7.3,6.5,Loudoun County,605.8
51105,Louisa County,11.8,10.6,11.2,10.6,Louisa County,66.8
51107,Lunenburg County,12.7,14.2,12.3,14.2,Lunenburg County,29.9
51109,Madison County,11.5,10,11.9,11,Madison County,41.5
51111,Mathews County,13.9,12.2,12.4,11.4,Mathews County,104.5
51113,Mecklenburg County,12.5,13.1,13.2,14.2,Mecklenburg County,52.3
51115,Middlesex County,13.4,12,12.8,11.9,Middlesex County,84.1
51117,Montgomery County,7.1,6.6,6.8,6.9,Montgomery County,243.9
51119,Nelson County,12.7,11.6,13.2,12.6,Nelson County,31.9
51121,New Kent County,11.1,10.1,10.1,9.6,New Kent County,87.9
51125,Northampton County,14.9,15.4,14,15.2,Northampton County,58.5
51127,Northumberland County,14.3,12.6,15.3,14.4,Northumberland County,64.5
51131,Nottoway County,11.1,12.3,12.7,15.5,Nottoway County,50.4
51133,Orange County,12.4,11.2,10.5,9.8,Orange County,98.2
51135,Page County,11.2,9.8,11.5,10.3,Page County,77.3
51137,Patrick County,12.9,11.4,13.1,11.9,Patrick County,38.3
51139,Pittsylvania County,13.3,11.9,13.7,14.8,Pittsylvania County,65.5
51141,Powhatan County,10.7,9.6,11,10.3,Powhatan County,107.8
51143,Prince Edward County,10,10.2,10.5,12.2,Prince Edward County,66.8
51145,Prince George County,12.2,13.1,11.6,13.2,Prince George County,134.7
51147,Prince William County,7.8,7.1,8,7.9,Prince William County,1195
51149,Pulaski County,11.8,10.7,13.7,13.6,Pulaski County,109
51153,Rappahannock County,12.4,10.2,12.4,11,Rappahannock County,27.7
51155,Richmond County,11,12.8,10.8,12.8,Richmond County,48.3
51157,Roanoke County,11,10,12,11,Roanoke County,368.7
51159,Rockbridge County,13.7,12.2,12.1,10.7,Rockbridge County,37.3
51161,Rockingham County,10.5,9,10.6,9.1,Rockingham County,89.9
51163,Russell County,12.9,12.1,11.8,11.2,Russell County,61
51165,Scott County,11.2,9.9,14.4,13.9,Scott County,43.3
51167,Shenandoah County,12.7,11.2,11.1,9.9,Shenandoah County,82.5
51169,Smyth County,11.1,9.5,10.3,9.2,Smyth County,71.4
51171,Southampton County,14.2,13.8,12.4,12.7,Southampton County,31
51173,Spotsylvania County,10.7,9.2,12.2,12.9,Spotsylvania County,304.9
51175,Stafford County,8.2,7.4,8.4,8.1,Stafford County,479.5
51177,Surry County,13.5,13.5,13.2,14.7,Surry County,25.3
51179,Sussex County,11.7,15.4,11.6,16.4,Sussex County,24.7
51181,Tazewell County,12.4,12,14.8,15.7,Tazewell County,86.9
51183,Warren County,12.1,11,11,10.1,Warren County,176
51185,Washington County,13.2,11.5,13.3,12.8,Washington County,97.8
51187,Westmoreland County,13.2,12.4,13.4,13.6,Westmoreland County,76.1
51191,Wise County,13.2,13.4,12.2,12.1,Wise County,102.8
51193,Wythe County,12.2,10.8,12.6,11.8,Wythe County,63.3
51195,York County,9.8,8.8,9.6,9.5,York County,624.8
51197,Alexandria city,6.7,6,6.5,6,Alexandria city,9314.3
51199,Bedford city,13.2,12.5,No Data,No Data,Bedford city,904.6
51510,Bristol city,11.9,10.9,10.6,10.4,Bristol city,1370.6
51515,Buena Vista city,10.6,9.7,10.1,9.5,Buena Vista city,992
51520,Charlottesville city,7.3,7.1,8,8.6,Charlottesville city,4246.3
51530,Chesapeake city,10.3,9.2,10,10.5,Chesapeake city,652
51540,Colonial Heights city,11.7,10.9,11.6,11.7,Colonial Heights city,2315.3
51550,Covington city,11.9,11.1,10.8,10.7,Covington city,1090.1
51570,Danville city,12.3,12.5,14.3,16.1,Danville city,1002.8
51580,Emporia city,12.8,13.4,12.6,13.9,Emporia city,859.8
51590,Fairfax city,9.2,8.5,7.6,7.3,Fairfax city,3616.6
51595,Falls Church city,9.9,9,10.1,10.3,Falls Church city,6169.8
51600,Franklin city,12.3,12.3,14.1,15.5,Franklin city,1045.8
51610,Fredericksburg city,9.2,8.8,8.9,9,Fredericksburg city,2326.2
51620,Galax city,11.2,10.5,10.9,10.7,Galax city,854.7
51630,Hampton city,11.7,12.2,11.6,13.2,Hampton city,2673.2
51640,Harrisonburg city,7.6,7,6.7,6.7,Harrisonburg city,2808.2
51650,Hopewell city,12.6,13,13,14.1,Hopewell city,2197.9
51660,Lexington city,8.4,10,7.1,9.3,Lexington city,2820.3
51670,Lynchburg city,10.9,10.9,10.5,12.1,Lynchburg city,1538.2
51678,Manassas city,8.9,8.5,8.1,8.3,Manassas city,3827.8
51680,Manassas Park city,8.4,8.2,7.8,8,Manassas Park city,5633.1
51683,Martinsville city,13.4,13.5,12.5,13.1,Martinsville city,1261.5
51685,Newport News city,10.8,11.6,11.5,13.8,Newport News city,2630
51690,Norfolk city,9,10.5,8.2,10.3,Norfolk city,4486.3
51700,Norton city,10.4,9.5,9.7,9.5,Norton city,529.1
51710,Petersburg city,14.2,16.7,13.8,17,Petersburg city,1413.8
51720,Poquoson city,11.3,9.7,12,11,Poquoson city,793.3
51730,Portsmouth city,13.2,14.3,12.6,15.3,Portsmouth city,2838.9
51735,Radford city,7.7,7.3,6.8,7,Radford city,1662.2
51740,Richmond city,9.1,10,9.2,11.2,Richmond city,3414.7
51750,Roanoke city,10.8,10.8,11.6,12.2,Roanoke city,2279.8
51760,Salem city,11.5,10.3,9.7,9,Salem city,1718
51770,Staunton city,12,10.9,10.7,9.9,Staunton city,1188.8
51775,Suffolk city,12.1,11.8,10.6,11.2,Suffolk city,211.4
51790,Virginia Beach city,9.2,8.8,8,8,Virginia Beach city,1758.9
51800,Waynesboro city,11.4,10.5,9.8,9.3,Waynesboro city,1396.8
51810,Williamsburg city,9.9,9.1,9.2,8.7,Williamsburg city,1559.3
51820,Winchester city,10.4,9.6,9.1,8.8,Winchester city,2838.1
51830,Adams County,10.4,9.9,11.2,10.9,Adams County,9.7
51840,Asotin County,11.6,11.2,13,12.8,Asotin County,34
53001,Benton County,9.9,9.1,10.2,8.7,Benton County,103
53003,Chelan County,9,8.1,10.2,8.5,Chelan County,24.8
53005,Clallam County,11.4,10.3,12.1,10.8,Clallam County,41.1
53007,Clark County,9.6,7.9,9.7,9.5,Clark County,676.2
53009,Columbia County,12.7,11.8,12.5,11.4,Columbia County,4.7
53011,Cowlitz County,11.8,11.2,12.4,11.2,Cowlitz County,89.8
53013,Douglas County,10.3,9.4,9.2,7.9,Douglas County,21.1
53015,Ferry County,9.6,8.5,11.5,9.9,Ferry County,3.4
53017,Franklin County,9.2,9.1,7.3,7,Franklin County,62.9
53019,Garfield County,14.8,15.6,14.6,14.2,Garfield County,3.2
53021,Grant County,9.2,8.2,9.5,8.6,Grant County,33.3
53023,Grays Harbor County,13.3,12.5,11.7,11.5,Grays Harbor County,38.3
53025,Island County,10.3,9.7,9.7,9,Island County,376.6
53027,Jefferson County,10,8.9,12.5,10.1,Jefferson County,16.6
53029,King County,7.2,6.4,7.3,6.4,King County,912.9
53031,Kitsap County,8.8,8.4,9.1,8.3,Kitsap County,635.9
53033,Kittitas County,6.9,6,8.2,7.6,Kittitas County,17.8
53035,Klickitat County,9.7,8.7,11.1,9.4,Klickitat County,10.9
53037,Lewis County,11.2,10,10.5,8.6,Lewis County,31.4
53039,Lincoln County,11.5,9.9,11.2,9.6,Lincoln County,4.6
53041,Mason County,10.4,9.5,11.6,10.5,Mason County,63.3
53043,Okanogan County,10.3,9.1,11.5,9.6,Okanogan County,7.8
53045,Pacific County,12.9,12.8,13.5,11.6,Pacific County,22.4
53047,Pend Oreille County,10.1,9.2,14.5,13.2,Pend Oreille County,9.3
53049,Pierce County,10.8,9.7,9.6,9.1,Pierce County,476.3
53051,San Juan County,7.6,5.8,11.5,9,San Juan County,90.7
53053,Skagit County,8.5,7.8,9.6,8.6,Skagit County,67.5
53055,Skamania County,8.8,7.9,9.8,8.5,Skamania County,6.7
53057,Snohomish County,8.2,8.1,10.3,9.5,Snohomish County,341.8
53059,Spokane County,9.2,8.4,9.5,9.1,Spokane County,267.2
53061,Stevens County,10.2,9.1,11.6,9.6,Stevens County,17.6
53063,Thurston County,9.9,8.7,9.3,8.4,Thurston County,349.4
53065,Wahkiakum County,13.1,11.4,14.2,11.5,Wahkiakum County,15.1
53067,Walla Walla County,8.8,9.1,10.5,10.3,Walla Walla County,46.3
53069,Whatcom County,8.8,8.1,8.5,7.4,Whatcom County,95.5
53071,Whitman County,7,7.3,6.6,6.5,Whitman County,20.7
53073,Yakima County,9.7,9.5,10.1,10.3,Yakima County,56.6
53075,Barbour County,12.7,11.4,15.3,15.4,Barbour County,48.6
53077,Berkeley County,11.9,11.7,10.9,10.3,Berkeley County,324.4
54001,Boone County,14.4,13.1,15.1,14.8,Boone County,49.1
54003,Braxton County,14.9,13.8,15.7,16.1,Braxton County,28.4
54005,Brooke County,16.5,16.1,15.7,16.4,Brooke County,269.8
54007,Cabell County,13.4,13.1,13,14,Cabell County,342.8
54009,Calhoun County,15,14.2,14.3,13.8,Calhoun County,27.3
54011,Clay County,15.3,13.9,14.9,14.4,Clay County,27.5
54013,Doddridge County,12.7,12.6,12.7,13.4,Doddridge County,25.7
54015,Fayette County,12.7,13.2,14,14.1,Fayette County,69.6
54017,Gilmer County,10.4,12.1,11,13.1,Gilmer County,25.7
54019,Grant County,16,15.2,15.6,15.9,Grant County,25
54021,Greenbrier County,13,11.9,13.8,13.4,Greenbrier County,34.8
54023,Hampshire County,11.1,9.6,13.8,13,Hampshire County,37.4
54025,Hancock County,14.2,14.2,12,12.1,Hancock County,371.3
54027,Hardy County,12.7,11.7,15.6,15.3,Hardy County,24.1
54029,Harrison County,13.1,12.7,14,14.6,Harrison County,166.1
54031,Jackson County,13.2,12.9,13.7,12.7,Jackson County,62.9
54033,Jefferson County,12.5,11.8,11,9.3,Jefferson County,255.2
54035,Kanawha County,13,13.1,14.1,14.1,Kanawha County,214.1
54037,Lewis County,13.2,11.7,14.6,13.9,Lewis County,42.5
54039,Lincoln County,13.8,13.2,15.6,15.7,Lincoln County,49.7
54041,Logan County,15.6,15.4,17.4,17.6,Logan County,81
54043,McDowell County,16.2,16.9,17.3,17.9,McDowell County,41.5
54045,Marion County,13.3,13.1,11.3,10.6,Marion County,182.7
54047,Marshall County,12.8,12,13.8,14.2,Marshall County,108.4
54049,Mason County,12.9,11.1,13.4,13.1,Mason County,63.4
54051,Mercer County,13.8,14.3,15.2,15.8,Mercer County,148.6
54053,Mineral County,11.6,11.2,14.3,13.9,Mineral County,86.1
54055,Mingo County,14,13.8,13.5,13,Mingo County,63.4
54057,Monongalia County,9.1,9.9,9,9.2,Monongalia County,267.1
54059,Monroe County,14.9,14.6,14,13.4,Monroe County,28.6
54061,Morgan County,13,12.2,14.4,14.3,Morgan County,76.6
54063,Nicholas County,12.6,11.9,15.5,15.8,Nicholas County,40.6
54065,Ohio County,12.1,12.1,12.3,12.1,Ohio County,420
54067,Pendleton County,14.6,14,14.4,14.3,Pendleton County,11.1
54069,Pleasants County,12.9,12.5,13.4,14.2,Pleasants County,58.5
54071,Pocahontas County,13.9,13.7,13.9,13.6,Pocahontas County,9.3
54073,Preston County,11.2,10.2,10.9,10.3,Preston County,51.7
54075,Putnam County,13.1,11.1,11.8,11.5,Putnam County,160.5
54077,Raleigh County,11.7,12.3,15,15.3,Raleigh County,130.3
54079,Randolph County,12.6,12.4,12.8,12.6,Randolph County,28.3
54081,Ritchie County,13.8,12.5,15.4,15,Ritchie County,23.1
54083,Roane County,15.7,15.3,15.9,16.3,Roane County,30.9
54085,Summers County,14.8,13.3,15.9,14.8,Summers County,38.6
54087,Taylor County,12.1,11.2,11.9,11.6,Taylor County,97.8
54089,Tucker County,13.1,11.3,14.2,13.5,Tucker County,17
54091,Tyler County,13.9,13.4,13.9,13.6,Tyler County,35.9
54093,Upshur County,13.1,12.8,12.4,13.1,Upshur County,68.4
54095,Wayne County,14.6,14.2,16.5,16.5,Wayne County,84
54097,Webster County,14.2,12.8,16.7,16.8,Webster County,16.5
54099,Wetzel County,13.9,13.2,13.1,12.9,Wetzel County,46.3
54101,Wirt County,15,13.7,15.4,14.3,Wirt County,24.6
54103,Wood County,14.9,14,14.2,13.7,Wood County,237.4
54105,Wyoming County,17.4,17.2,14.6,15.2,Wyoming County,47.6
54107,Adams County,11.2,10.2,13.2,12.2,Adams County,32.3
54109,Ashland County,9.7,8.8,11.6,10.5,Ashland County,15.5
55001,Barron County,8.9,8,9.5,8.6,Barron County,53.2
55003,Bayfield County,10.7,8.7,9.9,9.1,Bayfield County,10.2
55005,Brown County,9,8,9.5,9.2,Brown County,468.2
55007,Buffalo County,10.3,9.2,10.8,9.6,Buffalo County,20.2
55009,Burnett County,11.5,9.6,11.6,9.6,Burnett County,18.8
55011,Calumet County,8.5,7,8.9,7.4,Calumet County,153.9
55013,Chippewa County,9.5,8.3,8.8,7.6,Chippewa County,61.9
55015,Clark County,8.7,7.6,9.2,8.4,Clark County,28.7
55017,Columbia County,10.4,8.8,8.5,7.6,Columbia County,74.2
55019,Crawford County,9.9,8.9,10,9,Crawford County,29.2
55021,Dane County,6.6,5.7,6.7,5.9,Dane County,407.7
55023,Dodge County,9.3,8.8,9.9,9.8,Dodge County,101.4
55025,Door County,10.2,8.4,10.7,9.2,Door County,57.6
55027,Douglas County,9,8,10.3,9.3,Douglas County,33.9
55029,Dunn County,7.6,6.6,9.6,9.3,Dunn County,51.6
55031,Eau Claire County,7.4,6.4,8.4,7.7,Eau Claire County,154.8
55033,Florence County,10.3,8.6,12.6,10.9,Florence County,9.1
55035,Fond du Lac County,9.2,8.3,9.1,8.4,Fond du Lac County,141.2
55037,Forest County,12.4,11.3,13.1,11.9,Forest County,9.2
55039,Grant County,9.4,8.9,8.4,7.9,Grant County,44.7
55041,Green County,8.6,7.3,10.9,10.1,Green County,63.1
55043,Green Lake County,10.7,9.4,12,10.8,Green Lake County,54.5
55045,Iowa County,10.6,9.2,9.2,8,Iowa County,31.1
55047,Iron County,12.4,11,13.7,11.2,Iron County,7.8
55049,Jackson County,9.7,8.8,10.1,9.5,Jackson County,20.7
55051,Jefferson County,9.1,8.2,8.3,7.1,Jefferson County,150.4
55053,Juneau County,10.3,8.9,11.8,11.3,Juneau County,34.8
55055,Kenosha County,8.2,7.1,9.3,8.5,Kenosha County,611.9
55057,Kewaunee County,9.2,8.1,10.2,8.7,Kewaunee County,60.1
55059,La Crosse County,8.1,6.8,8.5,7.8,La Crosse County,253.8
55061,Lafayette County,9.5,8.2,9.8,8.7,Lafayette County,26.6
55063,Langlade County,10,8.8,10.5,9.1,Langlade County,22.9
55065,Lincoln County,11.1,9.6,10.1,8.9,Lincoln County,32.7
55067,Manitowoc County,10.6,9.5,9.1,8.2,Manitowoc County,138.3
55069,Marathon County,9.4,8.5,9.5,8.7,Marathon County,86.8
55071,Marinette County,11.1,10.2,12.2,10.9,Marinette County,29.8
55073,Marquette County,10.2,8.4,13,11.3,Marquette County,33.8
55075,Menominee County,12.1,12.2,14,13.8,Menominee County,11.8
55077,Milwaukee County,9.6,10.6,9.7,10.6,Milwaukee County,3926
55078,Monroe County,9.3,7.9,9.4,8.3,Monroe County,49.6
55079,Oconto County,9,7.6,10.3,8.7,Oconto County,37.7
55081,Oneida County,10.1,8.4,10.8,9.4,Oneida County,32.3
55083,Outagamie County,9.6,9.1,8.7,8.3,Outagamie County,277.2
55085,Ozaukee County,8.8,7.4,9.7,8.6,Ozaukee County,370.7
55087,Pepin County,8.9,7.4,12.5,10.9,Pepin County,32.2
55089,Pierce County,8.2,6.8,9.2,8.1,Pierce County,71.5
55091,Polk County,10,8.5,11.7,10.4,Polk County,48.4
55093,Portage County,8.2,7,7.8,7.2,Portage County,87.4
55095,Price County,11.7,10.3,12.7,11.8,Price County,11.3
55097,Racine County,8.9,7.9,10.8,10.3,Racine County,587.7
55099,Richland County,12.2,11.1,10,9.1,Richland County,30.7
55101,Rock County,9.1,8,10.6,9.7,Rock County,223.3
55103,Rusk County,10,8.4,10.5,9.6,Rusk County,16.2
55105,St. Croix County,8.7,7.3,7.8,6.7,St. Croix County,116.8
55107,Sauk County,10.3,9.2,11.1,10.2,Sauk County,74.6
55109,Sawyer County,10.3,8.9,11.7,10.2,Sawyer County,13.2
55111,Shawano County,10.4,9.3,10.6,9.5,Shawano County,47
55113,Sheboygan County,10.1,8.9,9.9,9.6,Sheboygan County,225.9
55115,Taylor County,9.9,8.6,9.6,8.4,Taylor County,21.2
55117,Trempealeau County,10.1,9,9.6,8.2,Trempealeau County,39.3
55119,Vernon County,9.6,8.1,9.8,8.3,Vernon County,37.6
55121,Vilas County,11.3,9.7,13.1,11.3,Vilas County,25
55123,Walworth County,7.8,6.6,8.4,7.3,Walworth County,184.2
55125,Washburn County,11.2,9.1,11.3,9.7,Washburn County,20
55127,Washington County,9.4,8.2,8.8,7.6,Washington County,306.2
55129,Waukesha County,8.1,6.7,8.4,7.3,Waukesha County,709.4
55131,Waupaca County,10.2,8.5,10.5,9.4,Waupaca County,70.1
55133,Waushara County,9.8,8.6,10.9,10.2,Waushara County,39.1
55135,Winnebago County,9.7,8.7,8.8,8.3,Winnebago County,384.3
55137,Wood County,10.4,9.1,8.8,7.5,Wood County,94.2
